close,fclose,fhigh,flow,fopen,fvolume,high,low,open,priceDate,symbol,uclose,uhigh,ulow,uopen,uvolume,volume,id,key,subkey,date,updated
223.657,223.657,230.46,222.613,229,78928299.00000009,230.46,222.613,229,2021-04-07,TSLA,670.97,691.38,667.84,687,26309433,78928299.00000009,HISTORICAL_PRICES,TSLA,,1617753600000,1661544962000
230.54,230.54,232.183,227.123,230.1,84815517.00000009,232.183,227.123,230.1,2021-04-06,TSLA,691.62,696.55,681.37,690.3,28271839,84815517.00000009,HISTORICAL_PRICES,TSLA,,1617667200000,1661544965000
230.35,230.35,236.053,228.233,235.903,125528301.00000012,236.053,228.233,235.903,2021-04-05,TSLA,691.05,708.16,684.7,707.71,41842767,125528301.00000012,HISTORICAL_PRICES,TSLA,,1617580800000,1661544968000
220.583,220.583,230.807,219.807,229.457,105895134.0000001,230.807,219.807,229.457,2021-04-01,TSLA,661.75,692.4203,659.42,688.37,35298378,105895134.0000001,HISTORICAL_PRICES,TSLA,,1617235200000,1661544969000
222.643,222.643,224,213.703,215.54,100011864.0000001,224,213.703,215.54,2021-03-31,TSLA,667.93,672,641.11,646.62,33337288,100011864.0000001,HISTORICAL_PRICES,TSLA,,1617148800000,1661544970000
211.873,211.873,212.553,197.003,200.583,118297077.00000012,212.553,197.003,200.583,2021-03-30,TSLA,635.62,637.66,591.01,601.75,39432359,118297077.00000012,HISTORICAL_PRICES,TSLA,,1617062400000,1661544962000
203.763,203.763,205.493,198.673,205.213,85910955.00000009,205.493,198.673,205.213,2021-03-29,TSLA,611.29,616.48,596.02,615.64,28636985,85910955.00000009,HISTORICAL_PRICES,TSLA,,1616976000000,1661544963000
206.237,206.237,214.607,199.963,213.957,101558481.0000001,214.607,199.963,213.957,2021-03-26,TSLA,618.71,643.82,599.89,641.87,33852827,101558481.0000001,HISTORICAL_PRICES,TSLA,,1616716800000,1661544967000
213.463,213.463,215.167,203.167,204.333,117674550.00000012,215.167,203.167,204.333,2021-03-25,TSLA,640.39,645.5,609.5,613,39224850,117674550.00000012,HISTORICAL_PRICES,TSLA,,1616630400000,1661544971000
210.09,210.09,222.673,210.037,222.637,101385522.0000001,222.673,210.037,222.637,2021-03-24,TSLA,630.27,668.02,630.11,667.91,33795174,101385522.0000001,HISTORICAL_PRICES,TSLA,,1616544000000,1661544971000
220.72,220.72,225.933,219.17,225.257,91475610.00000007,225.933,219.17,225.257,2021-03-23,TSLA,662.16,677.8,657.51,675.77,30491870,91475610.00000007,HISTORICAL_PRICES,TSLA,,1616457600000,1661544964000
223.333,223.333,233.207,222.917,228.197,118536663.00000012,233.207,222.917,228.197,2021-03-22,TSLA,670,699.62,668.75,684.59,39512221,118536663.00000012,HISTORICAL_PRICES,TSLA,,1616371200000,1661544971000
218.29,218.29,219.077,208.207,215.533,128681934.00000012,219.077,208.207,215.533,2021-03-19,TSLA,654.87,657.23,624.6201,646.6,42893978,128681934.00000012,HISTORICAL_PRICES,TSLA,,1616112000000,1661544965000
217.72,217.72,229.743,217.333,228.097,100107066.0000001,229.743,217.333,228.097,2021-03-18,TSLA,653.16,689.23,652,684.29,33369022,100107066.0000001,HISTORICAL_PRICES,TSLA,,1616025600000,1661544965000
233.937,233.937,234.577,217.003,218.957,121117359.00000012,234.577,217.003,218.957,2021-03-17,TSLA,701.81,703.73,651.01,656.87,40372453,121117359.00000012,HISTORICAL_PRICES,TSLA,,1615939200000,1661544966000
225.627,225.627,235.973,223.667,234.45,96587016.0000001,235.973,223.667,234.45,2021-03-16,TSLA,676.88,707.92,671,703.35,32195672,96587016.0000001,HISTORICAL_PRICES,TSLA,,1615852800000,1661544966000
235.98,235.98,237.727,228.013,231.363,88270437.00000009,237.727,228.013,231.363,2021-03-15,TSLA,707.94,713.18,684.04,694.09,29423479,88270437.00000009,HISTORICAL_PRICES,TSLA,,1615766400000,1661544962000
231.243,231.243,231.627,222.047,223.333,100751520.0000001,231.627,222.047,223.333,2021-03-12,TSLA,693.73,694.88,666.1394,670,33583840,100751520.0000001,HISTORICAL_PRICES,TSLA,,1615507200000,1661544971000
233.2,233.2,234.167,225.727,233.133,108761676.00000012,234.167,225.727,233.133,2021-03-11,TSLA,699.6,702.5,677.18,699.4,36253892,108761676.00000012,HISTORICAL_PRICES,TSLA,,1615420800000,1661544969000
222.687,222.687,239.283,218.353,233.433,181817016.00000015,239.283,218.353,233.433,2021-03-10,TSLA,668.06,717.85,655.06,700.3,60605672,181817016.00000015,HISTORICAL_PRICES,TSLA,,1615334400000,1661544964000
224.527,224.527,226.03,198.403,202.727,202569984.0000002,226.03,198.403,202.727,2021-03-09,TSLA,673.58,678.09,595.21,608.18,67523328,202569984.0000002,HISTORICAL_PRICES,TSLA,,1615248000000,1661544964000
187.667,187.667,206.708,186.263,200.183,155360874.00000015,206.708,186.263,200.183,2021-03-08,TSLA,563,620.125,558.79,600.55,51786958,155360874.00000015,HISTORICAL_PRICES,TSLA,,1615161600000,1661544962000
199.317,199.317,209.281,179.83,208.687,268189377.00000027,209.281,179.83,208.687,2021-03-05,TSLA,597.95,627.8419,539.49,626.06,89396459,268189377.00000027,HISTORICAL_PRICES,TSLA,,1614902400000,1661544967000
207.147,207.147,291.313,200,218.6,197758590.0000002,291.313,200,218.6,2021-03-04,TSLA,621.44,873.94,600,655.8,65919530,197758590.0000002,HISTORICAL_PRICES,TSLA,,1614816000000,1661544967000
217.733,217.733,233.567,217.235,229.33,90623880.00000007,233.567,217.235,229.33,2021-03-03,TSLA,653.2,700.7,651.705,687.99,30207960,90623880.00000007,HISTORICAL_PRICES,TSLA,,1614729600000,1661544963000
228.813,228.813,240.37,228.333,239.427,71196474.00000007,240.37,228.333,239.427,2021-03-02,TSLA,686.44,721.11,685,718.28,23732158,71196474.00000007,HISTORICAL_PRICES,TSLA,,1614643200000,1661544971000
239.477,239.477,290.667,228.35,230.037,81408717.00000009,290.667,228.35,230.037,2021-03-01,TSLA,718.43,872,685.05,690.11,27136239,81408717.00000009,HISTORICAL_PRICES,TSLA,,1614556800000,1661544962000
225.167,225.167,235.567,219.837,233.333,123267519.00000012,235.567,219.837,233.333,2021-02-26,TSLA,675.5,706.7,659.51,700,41089173,123267519.00000012,HISTORICAL_PRICES,TSLA,,1614297600000,1661544965000
227.407,227.407,245.736,223.527,242.05,117071565.00000012,245.736,223.527,242.05,2021-02-25,TSLA,682.22,737.2066,670.58,726.15,39023855,117071565.00000012,HISTORICAL_PRICES,TSLA,,1614211200000,1661544965000
247.34,247.34,248.333,231.39,237.283,110300850.00000012,248.333,231.39,237.283,2021-02-24,TSLA,742.02,745,694.17,711.85,36766950,110300850.00000012,HISTORICAL_PRICES,TSLA,,1614124800000,1661544962000
232.947,232.947,237.87,206.333,220.71,199820646.0000002,237.87,206.333,220.71,2021-02-23,TSLA,698.84,713.6099,619,662.13,66606882,199820646.0000002,HISTORICAL_PRICES,TSLA,,1614038400000,1661544963000
238.167,238.167,256.167,236.733,254.213,111809148.00000012,256.167,236.733,254.213,2021-02-22,TSLA,714.5,768.5,710.2,762.64,37269716,111809148.00000012,HISTORICAL_PRICES,TSLA,,1613952000000,1661544972000
260.433,260.433,265.597,259.123,265,56874765.00000006,265.597,259.123,265,2021-02-19,TSLA,781.3,796.7899,777.37,795,18958255,56874765.00000006,HISTORICAL_PRICES,TSLA,,1613692800000,1661544968000
262.46,262.46,264.897,258.757,260.3,53871174.00000006,264.897,258.757,260.3,2021-02-18,TSLA,787.38,794.69,776.27,780.9,17957058,53871174.00000006,HISTORICAL_PRICES,TSLA,,1613606400000,1661544965000
